operator_name,physical_street,physical_city,physical_county,physical_zip,mailing_street,mailing_city,mailing_state,mailing_zip,operator_phone,date_placed_in_operation,basin_plan_designation,assessor_parcels,permit_number,reporting_period,milk_cows_open_confinement,milk_cows_under_roof,milk_cows_max_number,milk_cows_avg_number,dry_cows_open_confinement,dry_cows_under_roof,dry_cows_max_number,dry_cows_avg_number,bred_heifers_open_confinement,bred_heifers_under_roof,bred_heifers_max_number,bred_heifers_avg_number,heifers_7_14_mo_open_confinement,heifers_7_14_mo_under_roof,heifers_7_14_mo_max_number,heifers_7_14_mo_avg_number,calves_4_6_mo_open_confinement,calves_4_6_mo_under_roof,calves_4_6_mo_max_number,calves_4_6_mo_avg_number,calves_0_3_mo_open_confinement,calves_0_3_mo_under_roof,calves_0_3_mo_max_number,calves_0_3_mo_avg_number,predominant_breed,avg_milk_production_lbs_per_cow_per_day,total_animals,total_manure_excreted_tons,total_manure_excreted_tons_per_period,nitrogen_from_manure_lbs,nitrogen_after_ammonia_losses_lbs,phosphorus_from_manure_lbs,potassium_from_manure_lbs,salt_from_manure_lbs,total_nitrogen_generated_lbs,total_phosphorus_generated_lbs,total_potassium_generated_lbs,total_salt_generated_lbs,process_wastewater_generated_gal,process_wastewater_applied_gal,fresh_water_imported_gal,fresh_water_exported_gal,total_water_balance_gal,total_land_applied_acres,application_method,application_timing,soil_type,monitoring_wells,groundwater_monitoring,surface_water_discharge,stormwater_management,spill_prevention
Ed Machado Dairy,8940 E Melton RD,Manteca,San Joaquin,95337,P.O. Box 337,Victor,CA,95253,(209) 858-8073,01/01/1943,San Joaquin River Basin,X257-X220-XX16-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,1.0,,,1.0,1.0,0.7,1.0,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
Double G Dairy,6555 Blue Gum AVE,Modesto,Stanislaus,95358,,,,,(209) 579-5723,01/01/1916,San Joaquin River Basin,"X012-X028-X018-XXXX, X012-X028-X021-XXXX, X012-X028-X040-XXXX, X012-X028-X041-XXXX",,,0,0,0,0,0,0,0,0,0,1000,1000,1000,0,100,100,100,675,0,675,675,225,0,225,225,Holstein,74.0,2000,,36771.33,445177.94,311624.56,74769.41,194137.23,493845.0,,,,,15609000.0,14925000.0,0.0,684000.0,,,,,,,,,,
Milk Made Dairy,7509 W Oakdale RD,Snelling,Merced,95369,P.O. Box 149,Ballico,CA,95303,(209) 648-4262,01/01/1998,San Joaquin River Basin,0042-0140-0029-0000,,,575,0,600,560,0,0,0,0,0,1690,1800,1680,275,0,310,290,275,0,310,285,700,0,700,690,Holstein,95.0,3505,,63593.01,801954.39,561368.07,131905.01,349329.5,857713.5,,,,,88309845.0,79165845.0,0.0,9144000.0,,,,,,,,,,
Sunwest Jersey Dairy,22270 W Bloss AVE,Hilmar,Merced,95324,,,,,(209) 667-4582,01/01/1950,San Joaquin River Basin,X045-X180-X017-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IVY STAR Dairy LLC,14903 Volta RD,Los Banos,Merced,93635,,,,,(209) 826-1065,12/12/1972,San Joaquin River Basin,0078-1400-0042-0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Double B Dairy,5817 E Worden AVE,Merced,Merced,95340,,,,,(209) 385-3996,01/01/1950,San Joaquin River Basin,"X066-X130-X024-XXXX, X066-X130-X059-XXXX",,,0,0,0,0,0,0,0,0,0,1240,1250,1240,0,115,130,115,0,0,0,0,0,0,0,0,Holstein,80.0,1355,,34929.14,455886.13,319120.29,76673.46,245618.24,610298.25,,,,,13412000.0,9422000.0,0.0,3990000.0,,,,,,,,,,
AJ Borba Holsteins,6275 Mitchell RD,Hilmar,Merced,95324,P.O. Box 670,Hilmar,CA,95324,(209) 656-1011,01/01/1935,San Joaquin River Basin,"X045-X050-X005-XXXX, X045-X050-X007-XXXX, X045-X080-X002-XXXX",,,0,212,212,212,0,220,220,220,0,1413,1413,1413,0,326,326,326,0,520,520,520,0,655,655,655,Holstein,74.0,3346,,54425.38,675642.55,472949.79,110106.64,274315.9,740274.75,,,,,30498000.0,30498000.0,0.0,0.0,,,,,,,,,,
Gomes Dairy,9735 Washington RD,Hilmar,Merced,95324,P.O. Box 1178,Hilmar,CA,95324,(209) 345-8173,01/01/1920,San Joaquin River Basin,X045-X130-X035-XXXX,,,0,0,0,0,0,0,0,0,0,618,618,618,0,88,88,88,0,48,48,48,0,218,218,218,Jersey-Holstein Cross,73.0,972,,19974.89,251413.19,175989.23,42003.68,119570.78,311220.9,,,,,4764000.0,4764000.0,0.0,0.0,,,,,,,,,,
Machado Dairy Farms #1,28128 S Two Rivers RD,Manteca,San Joaquin,95337,P.O. Box 4430,Manteca,CA,95337,(209) 602-8598,01/01/1970,San Joaquin River Basin,0257-0170-0025-0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHF Dairy,501 S Story RD,Turlock,Stanislaus,95380,,,,,(209) 652-6929,06/01/1981,San Joaquin River Basin,X024-X009-X034-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R Doornenbal Dairy #1,19116 Lone Tree RD,Escalon,San Joaquin,95320,,,,,(209) 838-7108,01/01/1940,San Joaquin River Basin,"X205-X060-XX07-XXXX, X205-X060-XX08-XXXX, X205-X110-XX12-XXXX",,,0,0,0,0,0,0,0,0,0,800,800,800,170,0,170,170,100,0,100,100,0,0,0,0,Holstein,78.0,1070,,24806.04,318639.62,223047.73,52929.3,157412.18,415771.5,,,,,7002900.0,9087900.0,2085000.0,0.0,,,,,,,,,,
,6111 E. Monte Vista AVE,Denair,Stanislaus,95316,,,,,(209) 548-7640,01/08/1987,San Joaquin River Basin,0024-0001-0001-0000,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,1.0,,,1.0,1.0,0.7,1.0,1.0,0.0,,,,,18269000.0,18269000.0,0.0,0.0,,,,,,,,,,
Double D Dairy #4 (former Diamond B Dairy #3),8201 Mitchell RD,Ceres,Stanislaus,95307,,,,,(209) 542-0281,01/01/1974,San Joaquin River Basin,X022-X019-X004-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wooden Shoe Dairy,5237 Langworth RD,Oakdale,Stanislaus,95361,,,,,(209) 535-1929,05/15/2007,Sacramento River Basin,X062-X029-X014-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand View Dairy,11923 E Childs AVE,Le Grand,Merced,95333,,,,,(209) 384-1784,01/01/1947,San Joaquin River Basin,"X053-X220-X016-XXXX, X053-X290-X017-XXXX, X053-X290-X018-XXXX",,,0,0,0,0,0,0,0,0,0,1890,2035,1890,0,230,242,230,535,0,600,535,265,0,275,265,Holstein,80.0,2920,,61909.66,780764.68,546535.28,131031.35,374369.74,942795.0,,,,,49966500.0,39165000.0,0.0,10801500.0,,,,,,,,,,
Sited Oak Dairy,26972 N Dustin RD,Acampo,San Joaquin,95220,,,,,(209) 369-9379,01/01/1949,San Joaquin River Basin,X007-X030-XX18-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaSilva Dairy Farms LLC #1,27398 E Dodds RD,Escalon,San Joaquin,95320,,,,,(209) 000-0000,04/01/1979,San Joaquin River Basin,X207-X210-X001-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George teVelde Dairy Farm,27815 E Dodds RD,Escalon,San Joaquin,95320,,,,,(123) 000-0000,07/10/2000,San Joaquin River Basin,X207-X130-X030-XXXX,,,500,0,500,500,580,0,580,580,0,2520,2520,2520,0,342,342,342,884,0,884,884,912,0,912,912,Holstein,97.0,5738,,96149.21,1237605.91,866324.14,203262.41,527305.53,1265184.9,,,,,106965600.0,106965600.0,0.0,0.0,,,,,,,,,,
Jim Vieira and Son Dairy #2,3100 S Prairie Flower RD,Turlock,Stanislaus,95380,P.O. Box 2397,Turlock,CA,95381,(209) 668-2244,01/01/1960,San Joaquin River Basin,"X058-X014-X024-XXXX, X058-X014-X025-XXXX",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,310,310,0,90,90,90,Holstein,1.0,400,,4122.29,37960.0,26572.0,6424.0,1.0,0.0,,,,,3240000.0,3240000.0,0.0,0.0,,,,,,,,,,
Zuppan Dairy,4740 County Road QQ,Orland,Glenn,95963,,,,,(530) 966-8051,09/12/1975,Sacramento River Basin,"0044-0200-0004-0000, 0044-0200-0005-0000, 0044-0200-0014-0000, 0044-0340-0001-0000, 0044-0340-0002-0000, 0044-0340-0003-0000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G & H Dairy #2,16475 Brennan RD,Escalon,San Joaquin,95320,,,,,(209) 838-8685,01/01/1950,San Joaquin River Basin,"X229-X030-XX12-XXXX, X229-X050-XX09-XXXX",,,0,0,0,0,0,0,0,0,0,640,640,640,0,0,0,0,700,0,700,700,830,0,830,830,Jersey-Holstein Cross,75.0,2170,,31740.83,364750.54,255325.38,61812.48,124668.31,301344.0,,,,,7821000.0,7821000.0,0.0,0.0,,,,,,,,,,
"Nissen Dairy, Inc.",17263 Brennan AVE,Escalon,San Joaquin,95320,,,,,(209) 639-7618,01/01/1950,San Joaquin River Basin,"0225-0002-0027-0000, 0225-0020-0026-0000, 0229-0003-0027-0000, 0229-0020-0026-0000, 0229-0030-0130-0000, 0229-0030-0420-0000",,,0,0,0,0,0,0,0,0,0,509,509,509,1,0,1,1,200,0,200,200,120,0,120,120,Holstein,68.0,830,,16020.22,199696.89,139787.82,33775.98,96809.37,239892.6,,,,,375000.0,375000.0,0.0,0.0,,,,,,,,,,
Arnold Rothlin (Formerly F&S Brasil Dairy #3),23400 S Airport WAY,Manteca,San Joaquin,95337,,,,,(123) 000-0000,01/01/1970,San Joaquin River Basin,X226-X080-XX01-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,280,70,75,0,300,75,Jersey-Holstein Cross,1.0,145,,1405.72,13760.5,9632.35,2328.7,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
Vierra Dairy Farms #4,7965 Washington RD,Hilmar,Merced,95324,P.O. Box 666,Hilmar,CA,95324,(209) 668-0343,01/01/1880,San Joaquin River Basin,XX45-X190-XX67-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,502,502,502,0,268,268,268,150,108,258,258,Holstein,72.0,1028,,12852.37,141532.4,99072.68,20540.74,1.0,115434.9,,,,,5676000.0,5676000.0,0.0,0.0,,,,,,,,,,
De Jong Bros Dairy,11006 East AVE,Ballico,Merced,95303,,,,,(209) 632-7740,02/01/1981,San Joaquin River Basin,X042-X030-X026-XXXX,,,200,0,200,200,0,0,0,0,0,1325,1325,1325,200,0,200,200,400,0,400,400,600,0,600,600,Holstein,80.0,2725,,48800.68,606330.23,424431.16,100569.75,262454.98,669866.25,,,,,33120000.0,33120000.0,0.0,0.0,,,,,,,,,,
Joe Oliveira Dairy,19104 Crane AVE,Hilmar,Merced,95324,,,,,(209) 652-5397,12/02/1986,San Joaquin River Basin,X045-X220-X012-XXXX,,,321,0,321,321,0,200,200,200,0,1200,1200,1200,0,54,54,54,445,0,445,445,420,0,420,420,Holstein,80.0,2640,,43095.33,539436.24,377605.37,88594.53,237695.07,577437.3,,,,,13200294.0,22992294.0,9792000.0,0.0,,,,,,,,,,
Valentine Dairy,20717 Bloss AVE,Hilmar,Merced,95324,,,,,(209) 667-4582,01/01/1932,San Joaquin River Basin,X045-X170-X034-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,394,394,412,0,412,412,Other,1.0,806,,8678.51,76489.4,53542.58,12944.36,1.0,0.0,,,,,19031500.0,23306500.0,4275000.0,0.0,,,,,,,,,,
"CMC Jerseys, LLC (Formerly Seward Farms)",23204 Bloss AVE,Hilmar,Merced,95324,,,,,(209) 668-0867,01/01/1945,San Joaquin River Basin,X045-X180-X047-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Van Steyn Dairy,11823 Carroll RD,Elk Grove,Sacramento,95757-9766,,,,,(209) 745-1428,06/01/1930,Sacramento River Basin,X132-X240-X049-XXXX,,,0,0,0,0,0,300,300,300,0,600,600,600,0,136,136,136,0,140,140,140,0,105,105,105,Holstein,70.0,1281,,20990.8,264628.56,185239.99,42361.69,114905.54,313783.2,,,,,3870000.0,3870000.0,0.0,0.0,,,,,,,,,,
Eddie Silveira Family Dairy,12081 S Cherokee RD,Gustine,Merced,95322,,,,,(123) 000-0000,01/01/1910,San Joaquin River Basin,X070-X090-X033-XXXX,,,250,0,250,250,0,0,0,0,0,2200,2200,2200,0,300,300,300,650,0,650,650,650,0,650,650,Holstein,83.0,4050,,77689.11,972616.78,680831.75,161988.96,440110.5,1104855.0,,,,,69264000.0,69264000.0,0.0,0.0,,,,,,,,,,
"Diamond S. Ranch, Inc.",600 Roberts Ferry RD,Waterford,Stanislaus,95386,,,,,(209) 874-2312,01/01/1935,San Joaquin River Basin,X008-X012-X011-XXXX,,,125,0,125,125,0,0,0,0,0,900,900,900,0,140,140,140,375,0,375,375,290,0,290,290,Holstein,78.0,1830,,33081.24,407936.2,285555.34,67635.68,177088.7,455958.0,,,,,24384000.0,24384000.0,0.0,0.0,,,,,,,,,,
Luis Jorge,21625 Geer AVE,Hilmar,Stanislaus,95324,,,,,(209) 345-4792,08/01/1970,San Joaquin River Basin,X045-X200-X018-XXXX,,,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,1.0,20,,69.35,1022.0,715.4,72.27,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
PH Ranch,6335 W Oakdale RD,Winton,Merced,95388,,,,,(123) 000-0000,01/01/1955,San Joaquin River Basin,"X140-X020-X010-XXXX, X140-X020-X013-XXXX",,,400,0,450,450,400,0,450,450,0,2300,2300,2300,0,230,230,230,0,1400,1500,1400,0,1200,1300,1200,Holstein,95.0,6030,,94764.1,1194310.68,836017.48,197361.21,478248.72,1135843.5,,,,,135144000.0,135144000.0,0.0,0.0,,,,,,,,,,
Double Cross Dairy,7025 W Central AVE,Turlock,Stanislaus,95380,,,,,(209) 668-0867,01/01/1980,San Joaquin River Basin,X057-X005-X011-XXXX,,,0,0,0,0,0,0,0,0,0,952,1100,952,0,0,0,0,0,0,0,0,0,0,0,0,Jersey-Holstein Cross,77.0,952,,25207.09,329507.5,230655.25,55932.71,186695.03,448249.2,,,,,16146000.0,5220000.0,0.0,10926000.0,,,,,,,,,,
Carvalho Dairy,11443 Crows Landing RD,Crows Landing,Stanislaus,95313,,,,,(209) 632-1406,06/01/1952,San Joaquin River Basin,"X058-X022-X023-XXXX, X058-X022-X027-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Van Vliet / Skiff Ranch,24323 E Skiff RD,Escalon,San Joaquin,95320,,,,,(209) 607-8343,11/01/1974,San Joaquin River Basin,X207-X030-XX14-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,150,0,350,350,350,0,250,250,250,Holstein,1.0,750,,8159.85,84315.0,59020.5,13249.5,1.0,34492.5,,,,,7050000.0,7050000.0,0.0,0.0,,,,,,,,,,
Beglinger Dairy,7329 County Road 16,Orland,Glenn,95963,,,,,(530) 865-8031,01/01/1960,Sacramento River Basin,0046-0320-0004-0000,,,30,0,30,30,25,0,25,25,0,190,190,190,30,0,30,30,50,0,50,50,50,0,50,50,Holstein,50.0,375,,5972.45,75666.77,52966.74,12243.08,33890.15,96360.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
Nylund Dairy Farms,20723 Geer RD,Hilmar,Merced,95324,P.O. Box 1029,Hilmar,CA,95324,(209) 652-5424,01/01/1921,San Joaquin River Basin,"0045-0200-0034-0000, 0045-0200-0035-0000, 0045-0200-0037-0000, 0045-0200-0061-0000",,,0,180,180,180,0,300,300,300,0,2050,2050,2050,0,300,300,300,0,600,600,600,200,220,420,420,Holstein,75.0,3850,,69834.82,879333.42,615533.39,144629.23,399328.16,1034227.5,,,,,21169200.0,17629200.0,0.0,3540000.0,,,,,,,,,,
Dias Family Dairy,21330 W Second AVE,Stevinson,Merced,95374,P.O. Box 486,HILMAR,CA,95324,(209) 667-6566,01/01/1905,San Joaquin River Basin,X055-X120-X008-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Machado & Sons Dairy,12464 S Vincent RD,Turlock,Merced,95380,,,,,(209) 632-3068,01/01/1970,San Joaquin River Basin,X041-X130-X008-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larry Inderbitzen Dairy,6930 Paradise RD,Modesto,Stanislaus,95358,,,,,(209) 522-1921,01/01/1970,San Joaquin River Basin,"X017-X027-X038-XXXX, X017-X054-X026-XXXX",,,120,0,120,120,80,0,80,80,0,565,565,563,0,74,74,74,105,0,105,105,190,0,190,190,Holstein,75.0,1132,,19445.42,244859.0,171401.3,40003.22,109669.15,282104.85,,,,,8824396.0,7795926.0,0.0,1028470.0,,,,,,,,,,
DaSilva LP Brennan Road Dairy,14089 S Brennan RD,Escalon,San Joaquin,95320,,,,,(209) 000-0000,07/01/1953,San Joaquin River Basin,X207-X360-X030-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,250,250,250,0,250,250,Holstein,1.0,500,,5226.78,47450.0,33215.0,8030.0,1.0,0.0,,,,,3780000.0,3780000.0,0.0,0.0,,,,,,,,,,
Staas Dairy #2,3748 Virginia Road,Wheatland,Yuba,95692,,,,,(530) 742-3668,07/01/1974,Sacramento River Basin,"0014-0280-0618-0000, -",,,0,0,0,0,0,0,0,0,0,0,0,0,0,400,400,400,100,0,100,100,0,0,0,0,Holstein,1.0,500,,6535.52,82490.0,57743.0,11242.0,75000.0,91980.0,,,,,30750000.0,30750000.0,0.0,0.0,,,,,,,,,,
Rivercrest Cattle Co.,8600 Dos Rios LN,Modesto,Stanislaus,95358,,,,,(209) 599-2565,01/01/1990,San Joaquin River Basin,X017-X066-X006-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manuel & Maria Silva Dairy,15420 E Highway 4,Stockton,San Joaquin,95215,,,,,(209) 948-4561,01/15/1945,San Joaquin River Basin,X183-X150-XX01-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,400,400,0,300,300,300,Jersey-Holstein Cross,1.0,700,,7251.79,66430.0,46501.0,11242.0,1.0,0.0,,,,,5400000.0,5400000.0,0.0,0.0,,,,,,,,,,
Hath Dairy,508 W Roosevelt RD,El Nido,Merced,95317,P.O. Box 69,EL NIDO,CA,95317,(209) 385-9863,01/01/1930,San Joaquin River Basin,"X074-X110-X011-XXXX, X074-X110-X012-XXXX, X074-X110-X049-XXXX",,,145,0,150,145,0,0,0,0,130,375,515,505,58,0,60,58,385,0,400,385,315,0,320,315,Holstein,85.0,1408,,22015.84,265414.98,185790.49,43973.23,101688.93,251116.35,,,,,29585250.0,29585250.0,0.0,0.0,,,,,,,,,,
Willem Postma Dairy #2,3250 Santa Fe AVE,Modesto,Stanislaus,95357,P.O. Box 576529,Modesto,CA,95357,(209) 551-2930,07/01/2006,San Joaquin River Basin,X014-X014-X006-XXXX,,,0,0,0,0,0,0,0,0,350,50,400,400,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,75.0,400,,10496.75,137220.96,96054.67,23275.42,77917.69,188340.0,,,,,6357700.0,5635000.0,0.0,722700.0,,,,,,,,,,
Lemos Jerseys,5712 N Hickman RD,Denair,Stanislaus,95316,P.O. Box 235,WATERFORD,CA,95386,(209) 485-5105,06/01/1990,San Joaquin River Basin,X019-X041-X020-XXXX,,,50,0,50,50,0,0,0,0,0,520,520,520,0,60,60,60,0,50,50,50,125,0,125,125,Jersey,60.0,805,,15449.76,196530.96,137571.67,32493.89,96168.4,258639.0,,,,,8280000.0,8280000.0,0.0,0.0,,,,,,,,,,
Moonshine Dairy,22922 Kilburn RD,Crows Landing,Stanislaus,95313,,,,,(209) 837-9414,09/15/2003,San Joaquin River Basin,"X049-X016-X001-XXXX, X049-X016-X002-XXXX, X049-X017-X001-XXXX, X049-X018-X001-XXXX, X049-X023-X012-XXXX, X049-X024-X004-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soares Dairy Farms Inc. - Mercy Springs,21750 S Mercey Springs RD,Los Banos,Merced,93635,,,,,(209) 826-3626,04/01/1940,San Joaquin River Basin,X088-X103-X009-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martins Dairy,3319 Gates RD,Modesto,Stanislaus,95358,,,,,(209) 604-2308,08/01/1991,San Joaquin River Basin,X012-X021-X016-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Live Oak Dairy F,13310 W Eagle Field RD,Firebaugh,Merced,93622,P.O. Box 1331,Hilmar,CA,95324,(209) 495-8821,01/01/1973,San Joaquin River Basin,"X090-X140-X024-XXXX, X090-X140-X025-XXXX, X090-X140-X026-XXXX, X090-X360-X003-XXXX",,,253,0,253,253,335,0,335,335,0,1800,1800,1800,0,190,198,198,793,0,793,793,708,0,708,708,Holstein,71.0,4087,,66114.28,815072.91,570551.04,133708.58,345899.21,893060.1,,,,,113310000.0,113310000.0,0.0,0.0,,,,,,,,,,
Antonio Azevedo Dairy # 4,1257 W Roosevelt RD,El Nido,Merced,95317,,,,,(209) 723-0562,12/17/1988,San Joaquin River Basin,X074-X110-X026-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diamond 0 Dairy,2743 Baker RD,Modesto,Stanislaus,95358,,,,,(209) 522-3865,07/01/1970,San Joaquin River Basin,X017-X037-X006-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R & S Dairy,24065 E Arthur RD,Escalon,San Joaquin,95320,,,,,(209) 652-4989,01/01/1970,San Joaquin River Basin,X229-X070-XX10-XXXX,,,0,0,0,0,0,0,0,0,0,600,600,600,0,0,0,0,295,0,295,295,200,0,200,200,,78.0,1095,,20935.08,255568.97,178898.28,43370.7,118059.14,282510.0,,,,,14364000.0,14364000.0,0.0,0.0,,,,,,,,,,
TH Mello & Sons Dairy #1,9390 Harvey RD,Galt,Sacramento,95632,,,,,(209) 744-8530,03/01/1962,Sacramento River Basin,X148-X120-X020-XXXX,,,0,0,0,0,0,0,0,0,0,729,729,729,0,109,109,109,0,20,20,20,0,0,0,0,Holstein,79.0,858,,21289.41,276350.18,193445.13,46189.2,143920.8,368314.2,,,,,3400000.0,3400000.0,0.0,0.0,,,,,,,,,,
Hillside Farms (Silveira Dairy),3719 County Rd. C,Orland,Glenn,95963,,,,,(530) 865-1337,01/01/1985,Sacramento River Basin,0024-0002-0007-0009,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,500,500,300,0,300,300,Other,1.0,800,,7313.69,69680.0,48776.0,11792.0,70000.0,0.0,,,,,8250000.0,8250000.0,0.0,0.0,,,,,,,,,,
Judith Pond Property,10300 Dillard RD,Wilton,Sacramento,95693,,,,,(916) 682-7687,01/01/1970,Sacramento River Basin,X134-X230-X020-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jersey-Holstein Cross,1.0,,,1.0,1.0,0.7,1.0,1.0,0.0,,,,,6720000.0,6720000.0,0.0,0.0,,,,,,,,,,
Brum de Visser Dairy,4500 Albers Rd. RD,Oakdale,Stanislaus,95361,,,,,(209) 847-0468,04/01/1961,San Joaquin River Basin,X014-X009-X003-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,1.0,,,1.0,1.0,0.7,1.0,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
Fagundes Bros. Dairy #1,2510 Turlock RD,Snelling,Merced,95369,P.O. Box 2717,Merced,CA,95344,(209) 383-6046,01/01/1955,San Joaquin River Basin,X042-X200-X047-XXXX,,,0,0,0,0,0,0,0,0,1292,0,1292,1292,138,0,138,138,0,0,0,0,0,0,0,0,Holstein,61.0,1430,,33812.69,440653.39,308457.37,73400.6,239790.32,640071.3,,,,,30437240.0,30437240.0,0.0,0.0,,,,,,,,,,
Wickstrom Jersey Farms,5638 Columbus AVE,Hilmar,Merced,95324,,,,,(209) 495-8797,01/01/1973,San Joaquin River Basin,X045-X350-X014-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clauss Dairy Farms,21670 W Bloss AVE,Hilmar,Merced,95324,,,,,(209) 667-4582,01/01/1950,San Joaquin River Basin,"X045-X170-X013-XXXX, X045-X170-X017-XXXX, X045-X170-X023-XXXX",,,607,0,607,607,0,692,692,692,0,2133,2133,2133,0,319,319,319,0,125,125,125,0,32,32,32,,51.0,3908,,60076.7,792674.39,554872.07,124572.7,381862.94,1077677.1,,,,,39274015.0,37200015.0,4811000.0,6885000.0,,,,,,,,,,
KISST DAIRY #1,20000 CEDAR AVE,TRACY,San Joaquin,95304,P.O. Box 300,Ripon,CA,95366,(209) 481-1188,10/01/1992,San Joaquin River Basin,"X213-X190-XX09-XXXX, X213-X190-XX16-XXXX, X213-X190-XX17-XXXX",,,300,0,300,300,0,0,0,0,0,1000,1000,1000,0,70,70,70,900,0,900,900,800,0,800,800,Holstein,80.0,3070,,45877.91,540159.7,378111.79,89671.63,198079.23,486946.5,,,,,20160000.0,20160000.0,0.0,0.0,,,,,,,,,,
Triangle S Dairy LLC,5600 W Palm AVE,Winton,Merced,95388,,,,,(209) 358-9201,08/01/1969,San Joaquin River Basin,"0052-0040-0067-0000, 0052-0090-0002-0000, 0052-0090-0021-0000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"California Dairy Farms - Stevinson (Formerly River Rock Ranch, LLC)",22846 Second AVE,Stevinson,Merced,95374,P.O. Box 1090,Hilmar,CA,95324,(209) 285-0001,01/01/1955,San Joaquin River Basin,X055-X110-X039-XXXX,,,0,443,443,368,0,123,123,103,0,1305,1305,1089,0,95,95,79,0,385,385,319,0,0,0,0,Jersey-Holstein Cross,61.0,1958,,32778.66,418948.39,293263.87,67793.97,202114.29,530921.7,,,,,36113700.0,36113700.0,0.0,0.0,,,,,,,,,,
Koolhaas Dairy,26805 Dodds RD,Escalon,San Joaquin,95320,,,,,(209) 606-3424,01/01/1960,San Joaquin River Basin,"X207-X140-XX06-XXXX, X207-X140-XX07-XXXX",,,0,0,0,0,0,0,0,0,0,864,864,864,0,125,125,125,150,0,150,150,300,0,300,300,Holstein,75.0,1439,,28957.03,361914.77,253340.34,60513.17,168302.21,435558.15,,,,,38070000.0,38070000.0,0.0,0.0,,,,,,,,,,
